Unnamed: 0,Timestamp,ImageName,OutputPath,Label,Confidence,CoordinateStart,CoordinateEnd,ScanLength
,2024-07-27,sample_1.png,runs/segment/result/image\2024-07-27\sample_1.png,0.0,0.9741103649139404,"[1816, 648]","[470, 1326]",1507.116452036803
,2024-07-27,sample_2.png,runs/segment/result/image\2024-07-27\sample_2.png,0.0,0.972632646560669,"[1813, 656]","[470, 1327]",1501.296106702472
,2024-07-27,sample_3.png,runs/segment/result/image\2024-07-27\sample_3.png,0.0,0.9731427431106568,"[1813, 662]","[470, 1328]",1499.0680438192255
,2024-07-27,sample_4.png,runs/segment/result/image\2024-07-27\sample_4.png,0.0,0.9739328622817992,"[1813, 653]","[470, 1327]",1502.6393446199922
,2024-07-27,sample_5.png,runs/segment/result/image\2024-07-27\sample_5.png,0.0,0.9733437299728394,"[1813, 657]","[470, 1330]",1502.19106640933
,2024-07-27,sample_6.png,runs/segment/result/image\2024-07-27\sample_6.png,0.0,0.9737762212753296,"[1813, 658]","[470, 1329]",1501.296106702472
,2024-07-27,sample_7.png,runs/segment/result/image\2024-07-27\sample_7.png,0.0,0.9789732694625854,"[626, 406]","[1618, 1564]",1524.8042497317483
,2024-07-27,sample_8.png,runs/segment/result/image\2024-07-27\sample_8.png,0.0,0.9767953157424928,"[616, 409]","[1614, 1568]",1529.472131161598
,2024-07-27,sample_9.png,runs/segment/result/image\2024-07-27\sample_9.png,0.0,0.98041570186615,"[1740, 549]","[504, 1444]",1526.0147443586511
,2024-07-27,sample_10.png,runs/segment/result/image\2024-07-27\sample_10.png,0.0,0.9663084745407104,"[1862, 969]","[409, 1011]",1453.6068932142557
,2024-07-27,sample_11.png,runs/segment/result/image\2024-07-27\sample_11.png,0.0,0.94048273563385,"[1024, 291]","[1222, 1734]",1456.5208546395756
,2024-07-27,sample_12.png,runs/segment/result/image\2024-07-27\sample_12.png,0.0,0.9365369081497192,"[1017, 252]","[1223, 1731]",1493.2772682927978
,2024-07-27,sample_13.png,runs/segment/result/image\2024-07-27\sample_13.png,0.0,0.9399688839912416,"[1019, 265]","[1222, 1737]",1485.9316942578484
,2024-07-27,sample_14.png,runs/segment/result/image\2024-07-27\sample_14.png,0.0,0.9440481662750244,"[1018, 291]","[1226, 1747]",1470.782104868019
,2024-07-27,sample_15.png,runs/segment/result/image\2024-07-27\sample_15.png,0.0,0.9315130710601808,"[1020, 265]","[1221, 1731]",1479.71517529557
